formula,Crystal System,band_gap_experimenatal (eV)
AgBiP2Se6 ,Rhombohedral ,1.4
AgCd3(PS4)S2 ,Monoclinic ,2.1305
AgGa2PS6 ,Monoclinic ,2.75
AgGaGe3Se8 ,Orthorhombic ,2.117
AgGaGe5Se12 ,Orthorhombic ,2.1245
AgGaGeS4 ,Orthorhombic ,2.858666667
AgGaSiSe4 ,Orthorhombic ,2.415
AgInCd2Te3 ,Cubic ,0.47
AgLi0.33Sn0.67O2 ,Rhombohedral ,2.7
AgLi0.33Ti0.67O2 ,Rhombohedral ,2.7
AgNb2PS10 ,Monoclinic ,1.78
AgPbBiSe3 ,Cubic ,0.13
AgPd(IO3)3 ,Triclinic ,1.5
AgScP2Se6 ,trigonal ,1.55
AgZnPS4 ,Orthorhombic ,2.76
Al0.44Gd3(Si0.7Al0.3)S7 ,Hexagonal ,2.34
AlVTe2O8 ,Monoclinic ,2.9
Ba(V2O5)(SeO3) ,Orthorhombic ,2.13
Ba13Sn8As22Si6 ,Tetragonal ,0.75
Ba2[B4O7 (OH)2] ,trigonal ,4.67
Ba23Ga8Sb2S38 ,Orthorhombic ,2.84
Ba23Ga8Sb2Se38 ,Orthorhombic ,2.31
Ba2AgInS4 ,Monoclinic ,2.32
Ba2AgInS4 ,Orthorhombic ,1.98
Ba2AsGaSe5 ,Orthorhombic ,1.39
Ba2AsS3Br ,Orthorhombic ,2.8
Ba2AsS3Cl ,Orthorhombic ,2.8
Ba2AsS3I ,Orthorhombic ,2.8
Ba2Bi2/3TeO6 ,Cubic ,2.8
Ba2BiGaS5 ,Orthorhombic ,2.38
Ba2BiInS5 ,Orthorhombic ,1.55
Ba2Ca2(B2O5)2 ,Monoclinic ,5.6
Ba2Cd(B3O6)2 ,trigonal ,4.59
Ba2Cr4GeSe10 ,Triclinic ,0.425
Ba2Cu2ThSe5 ,Monoclinic ,1.475
Ba2Cu2USe5 ,Monoclinic ,0.4
Ba2Cu4USe6 ,Monoclinic ,2
Ba2FeBiS5 ,Orthorhombic ,1.22
Ba2FeSbS5 ,Orthorhombic ,0.93
Ba2Ga8GeS16 ,Hexagonal ,3
Ba2Ga8SiS16 ,Hexagonal ,3.4
Ba2GaBiSe5 ,Orthorhombic ,2.08
Ba2GaBiTe5 ,Orthorhombic ,1.43
Ba2GaDySe5 ,Triclinic ,2.35
Ba2GaDyTe5 ,Orthorhombic ,1.13
Ba2GaErSe5 ,Triclinic ,1.95
Ba2GaErTe5 ,Orthorhombic ,1.15
Ba2GaGdSe5 ,Triclinic ,1.87
Ba2GaGdTe5 ,Triclinic ,1.12
Ba2GaNdSe5 ,Triclinic ,2.18
Ba2GaSbSe5 ,Orthorhombic ,2.51
Ba2GaSbTe5 ,Orthorhombic ,1.66
Ba2GaSmSe5 ,Triclinic ,2.27
Ba2GaSmTe5 ,Triclinic ,1.04
Ba2GaYSe5 ,Triclinic ,2.31
Ba2GaYTe5 ,Orthorhombic ,1.08
Ba2InCeTe5 ,Orthorhombic ,1.35
Ba2InDySe5 ,Orthorhombic ,2.27
Ba2InDyTe5 ,Orthorhombic ,1.35
Ba2InErSe5 ,Orthorhombic ,2.29
Ba2InErTe5 ,Orthorhombic ,1.35
Ba2InGdSe5 ,Orthorhombic ,2.24
Ba2InGdTe5 ,Orthorhombic ,1.36
Ba2InNdSe5 ,Orthorhombic ,2.2
Ba2InNdTe5 ,Orthorhombic ,1.37
Ba2InSbSe5 ,Orthorhombic ,1.92
Ba2InSmSe5 ,Orthorhombic ,2.22
Ba2InSmTe5 ,Orthorhombic ,1.36
Ba2InTaO6 ,Cubic ,3.79
Ba2InYSe5 ,Orthorhombic ,2.31
Ba2InYTe5 ,Orthorhombic ,1.36
Ba2NdGaS5 ,Tetragonal ,2.12
Ba2Sb7O13(OH) ,trigonal ,2.55
Ba2SbS3I ,Orthorhombic ,2.395
Ba2ScTaO6 ,Cubic ,4.19
Ba2SmTaO6 ,Cubic ,3.02
Ba2V2O5(Te2O6) ,Monoclinic ,3.16
Ba2V4O8(Te3O10) ,Monoclinic ,2.64
Ba2ZnV2O8 ,Monoclinic ,3.48
Ba3(BS3)(SbS3) ,Hexagonal ,2.62
Ba3(BS3)1.5(BiS3)0.5 ,Monoclinic ,2.43
Ba3(BS3)1.5(SbS3)0.5 ,Monoclinic ,3.01
Ba3(BSe3)(SbSe3) ,Hexagonal ,1.89
Ba3(VO2)2(SeO3)4 ,Monoclinic ,2.87
Ba3Bi2TeO9 ,trigonal ,2.3
Ba3BiIr2O9 ,Hexagonal ,0.2
Ba3CdSn2S8 ,Cubic ,2.75
Ba3Cu1.941Sn3Se10 ,Monoclinic ,1.2
Ba3Dy2P4S16 ,Orthorhombic ,3.28
Ba3Er2P4S16 ,Orthorhombic ,3.3
Ba3Eu(PO4)3 ,Cubic ,4.091
Ba3FeS4Br ,Orthorhombic ,1.65
Ba3Gd2P4S16 ,Orthorhombic ,3.41
Ba3Ho2P4S16 ,Orthorhombic ,3.3
Ba3In2P4O16 ,Monoclinic ,3.87
Ba3InS4Cl ,Tetragonal ,3.205
Ba3La3Cu6O14 ,Tetragonal ,1.8
Ba3MgTa2O9 ,Hexagonal ,4.28
Ba3Si6O12N2 ,trigonal ,5.755
Ba3Si6O9N4 ,trigonal ,5.41
Ba3Sn0.87Bi2.13Se8 ,Orthorhombic ,0.79
Ba3SnSb2Se8 ,Orthorhombic ,0.97
Ba3Ta5O14N ,Tetragonal ,2.8
Ba3Tb2P4S16 ,Orthorhombic ,3.37
Ba3ZnTa2O9 ,Hexagonal ,4.32
Ba4Ag3.946Ge2Te9 ,Orthorhombic ,0.24
Ba4AgGa5S12 ,Tetragonal ,2.52
Ba4AgInSe6 ,Orthorhombic ,2.41
Ba4Cu3.71Ge2Te9 ,Orthorhombic ,1
Ba4CuGa5S12 ,Tetragonal ,2.82
Ba4CuGa5Se12 ,Tetragonal ,1.45
Ba4CuInSe6 ,Orthorhombic ,2.23
Ba4Ga4GeSe12 ,Tetragonal ,2.265
Ba4Ga4SnSe12 ,Tetragonal ,2.16
Ba4Ge3S9Cl2 ,Hexagonal ,2.73
Ba4Ge3Se9Cl2 ,Hexagonal ,1.89
Ba4LiGa5Se12 ,Tetragonal ,2.65
Ba4Sb3S8Cl ,Monoclinic ,2.09
Ba4Si3Se9Cl2 ,Hexagonal ,1.76
Ba4SnGa4S12 ,Tetragonal ,2.44
Ba5(VO4)3F ,Hexagonal ,3.85
Ba5CdGa6Se15 ,Orthorhombic ,2.15
Ba5Ga6GeP12 ,Orthorhombic ,1.39
Ba5Ga6SnP12 ,Orthorhombic ,1.21
Ba5In4Te4S7 ,Orthorhombic ,2.13
Ba5Pb2Sn3S13 ,Orthorhombic ,1.905
Ba6Al4B14O33 ,Triclinic ,3.78
Ba6Ga2SnSe11 ,Monoclinic ,1.99
Ba6PbSn3S13 ,Orthorhombic ,1.67
Ba6Zn7Ga2S16 ,trigonal ,2.825
Ba7(BO3)3F5 ,Hexagonal ,4.6445
Ba7AgGa5S15 ,trigonal ,2.6
Ba8(Al6)(Al2)(Al2)B12O41 ,Triclinic ,3.1
Ba8Hg4S5Se7 ,Orthorhombic ,1.98
Ba8PdU2Se12(Se2)2 ,Orthorhombic ,0.89
Ba8Si2US14 ,Monoclinic ,1.2
BaAg2GeS4 ,Tetragonal ,1.308142857
BaAg2GeSe4 ,Orthorhombic ,0.85
BaAg2SnS4 ,Orthorhombic ,1.3475
BaAgSbS3 ,Monoclinic ,2.2
BaAu(IO3)5 ,Orthorhombic ,2.21
BaBe2B2O6 ,Monoclinic ,4.77
BaBi(BS3)S ,Monoclinic ,2.34
BaBiBO4 ,Orthorhombic ,3.53
BaBiO2Cl ,Orthorhombic ,3.71
BaCdSnS4 ,Orthorhombic ,2.3
BaCdSnSe4 ,Orthorhombic ,1.725
BaCu2GeS4 ,trigonal ,2.4275
BaCu2GeSe4 ,trigonal ,1.706666667
BaCu2SnS4 ,trigonal ,1.816
BaCu2SnSe4 ,Orthorhombic ,1.233333333
BaCuSbS3 ,Orthorhombic ,2
BaCuSbSe3 ,Orthorhombic ,1.21
BaCuTeF ,Tetragonal ,2.3
BaGa2GeS6 ,trigonal ,3.245
BaGa2GeSe6 ,trigonal ,2.515
BaGa2SiS6 ,trigonal ,3.75
BaGa2SiSe6 ,trigonal ,2.88
BaGa2SnSe6 ,trigonal ,1.775
BaIn2P4O14 ,Monoclinic ,3.97
BaIr2Ge4S6 ,Orthorhombic ,1.539
BaIr2Ge4Se6 ,Orthorhombic ,1.332
BaLa2In2S7 ,Orthorhombic ,1.87
BaLa2In2Se7 ,Orthorhombic ,1.66
BaPd(IO3)4 ,Triclinic ,1.97
BaPd(Se3)2 ,Monoclinic ,2.15
BaRh2Ge4Se6 ,Orthorhombic ,1.089
BaSb(BS3)S ,Orthorhombic ,2.29
BaSb2B4O12 ,Monoclinic ,3.94
BaSbBS4 ,Orthorhombic ,2.34
BaSn2F5Br ,Tetragonal ,3.005
BaSn2F5Cl ,Monoclinic ,3.575
BaSn2F5I ,Orthorhombic ,2.465
BaTa2V2O11 ,Hexagonal ,2.36
BaTaO2N ,Cubic ,2.1
BaTaO2N ,Tetragonal ,1.81
BaTeMo2O9 ,Monoclinic ,3.12
BaTeMo2O9 ,Orthorhombic ,2.95
BaZn2(PO4)2 ,trigonal ,4.385
BaZnGeSe4 ,Orthorhombic ,2.46
BaZnOS ,Orthorhombic ,3.9
BaZnSiSe4 ,Orthorhombic ,2.71
Bi(IO3)F2 ,Monoclinic ,3.97
Bi0.4Sb1.595In0.005Te3 ,trigonal ,0.17
Bi0.4Sb1.597In0.003Te3 ,trigonal ,0.165
Bi0.4Sb1.59In0.01Te3 ,trigonal ,0.215
Bi24AlPO40 ,Cubic ,2.99
Bi24FePO40 ,Cubic ,3.2
Bi24GaPO40 ,Cubic ,2.99
Bi2Cu0.96Se3I ,Monoclinic ,0.68
Bi2GaNbO7 ,Cubic ,2.8
Bi2GaTaO7 ,Cubic ,3
Bi2InNbO7 ,Cubic ,2.7
Bi2InTaO7 ,Cubic ,2.9
Bi2Mo2Se2O13 ,Triclinic ,3.15
Bi2O(AsO3)Cl ,Monoclinic ,3.43
Bi2O(CrO4)(IO3)2 ,Monoclinic ,2.4
Bi2O(SeO4)(IO3)2 ,Monoclinic ,3.7
Bi2O(SO4)(IO3)2 ,Monoclinic ,3.74
Bi2V2Se4O16 ,Monoclinic ,2.2
Bi2YVO8 ,Tetragonal ,2.09
Bi36ZnVO60 ,Cubic ,2.91
Bi3OF3(IO3)4 ,Hexagonal ,3.7
Bi3TeBO9 ,Hexagonal ,2.946666667
Bi4Pd(SeO3)4 ,Monoclinic ,2.06
Bi4TaO8Cl ,Orthorhombic ,1.43
Bi6Cu3S10I ,Orthorhombic ,0.72
BiAgOS ,Tetragonal ,1.26
BiAgOSe ,Tetragonal ,0.865
BiCuOS ,Tetragonal ,1.085
BiCuOSe ,Tetragonal ,0.806666667
BiCuOTe ,Tetragonal ,0.45
BiFe[SeO3]3 ,Orthorhombic ,2.54
BiFSeO3 ,Orthorhombic ,3.74
BiZn2VO6 ,Triclinic ,2.4
Ca10Ge16B6O51 ,Orthorhombic ,5.47
Ca2ScSbO6 ,Monoclinic ,3.645
Ca2SmTaO6 ,Monoclinic ,3.45
Ca3Bi(PO4)3 ,Cubic ,4.2
Ca3La2Sn3S12 ,Hexagonal ,1.45
Ca3SiN3H ,Monoclinic ,3.1
Ca3Ti2Si3O12 ,Cubic ,1.65
Ca4Si2O7F2 ,Monoclinic ,4.6
CaCoSO ,Hexagonal ,0.4
CaMnTi2O6 ,Tetragonal ,2.29
CaOFeSe ,Orthorhombic ,1.8
CaTaO2N ,Orthorhombic ,2.4
CaZnOS ,Hexagonal ,3.7
Cd(IO3)(OH) ,Orthorhombic ,4.35
Cd(IO3)Cl ,Orthorhombic ,4.3
Cd12Ge17B8O58 ,Tetragonal ,4.29
Cd2V2Te2O11 ,Triclinic ,2.48
Cd3(MoO4)(TeO3)2 ,Monoclinic ,3.81
Cd3Bi(PO4)3 ,Cubic ,3.9
Cd3In2S2Te4 ,Hexagonal ,1.23
Cd4BiO(BO3)3 ,Monoclinic ,3.159
Cd4GdO(BO3)3 ,Monoclinic ,3.8
Cd4LuO(BO3)3 ,Monoclinic ,3.7
Cd4Si2O7F2 ,Monoclinic ,1.8
Cd4V3Te3O15 ,Orthorhombic ,2.66
Cd4YO(BO3)3 ,Monoclinic ,3.78
Cd5(BO3)3Cl ,Monoclinic ,3.06
Cd5Ga2S2Te6 ,Cubic ,1.29
Cd8B5O15F ,Cubic ,3.14
CdBiO2Cl ,Monoclinic ,3.08
CdBiYO4 ,Tetragonal ,2.41
CdCu(SeO3)2 ,Monoclinic ,3.33
CdMoSb4O10 ,Monoclinic ,3.4
CdPbBi4Se8 ,Monoclinic ,0.31
CdSb2Se3Br2 ,Monoclinic ,1.4
CdSnBi4Se8 ,Monoclinic ,0.16
Ce(VO3)2(IO3) ,Orthorhombic ,1.64
Ce2(IO3)8*H2O ,Rhombohedral ,2.43
Ce2O2FeSe2 ,Orthorhombic ,0.64
Ce2YbCuS5 ,Orthorhombic ,1.37
Ce2YbCuSe5 ,Orthorhombic ,1.05
Ce3Pb3(IO3)13(μ3-O) ,Hexagonal ,2.4
Ce4InSbSe9 ,Tetragonal ,1.69
CeBiW2O9 ,Monoclinic ,2.34
CeF[MoO4] ,Monoclinic ,2.52
CeMn0.5OSe ,Tetragonal ,2.01
CeTaN2O ,Orthorhombic ,1.8
CoTeMoO6 ,Orthorhombic ,2.125
Cs(TaO2)3(SeO3)2 ,trigonal ,3.88
Cs0.1-0.4K0.6-0.9PSe6 ,Orthorhombic ,2.1
Cs0.6Ag0.8Bi2.2S4 ,Hexagonal ,1.09
Cs1.13Cd1.13Bi2.87Se6 ,Orthorhombic ,1
Cs1.2Ag0.6Bi3.4S6 ,Hexagonal ,1.2
Cs1.2Ag0.6Bi3.4Se6 ,Hexagonal ,0.67
Cs1.43Cd1.43Bi2.57S6 ,Orthorhombic ,1.28
Cs10Cd4Sn4S17 ,Tetragonal ,3.16
Cs2Ag2.5Bi8.5Se15 ,Orthorhombic ,0.65
Cs2AgBiBr6 ,Cubic ,2.086166667
Cs2AgBiBr6 ,Tetragonal ,1.7
Cs2AgBiCl6 ,Cubic ,2.81
Cs2AgVS4 ,Orthorhombic ,1.77
Cs2Al2B2O7 ,Monoclinic ,4.13
Cs2Ba3(P2O7)2 ,Orthorhombic ,5.685
Cs2Bi2Cd2S5 ,Orthorhombic ,1.7
Cs2Bi8.81La1.19S16 ,Orthorhombic ,1
Cs2Cd(SeO3)2 ,trigonal ,4.82
Cs2Cd3B16O28 ,Monoclinic ,4.76
Cs2CdP2Se6 ,Monoclinic ,2.63
Cs2Cu2Sb2S5 ,Triclinic ,1.6
Cs2Cu3DyTe4 ,Monoclinic ,1.38
Cs2CuP3S9 ,Hexagonal ,2.48
Cs2GeP4O13 ,Triclinic ,3.888
Cs2Hg4.65Cd1.35S7 ,Tetragonal ,1.84
Cs2Hg5.75Cd0.25S7 ,Tetragonal ,1.66
Cs2HgI2Cl2 ,Monoclinic ,3.15
Cs2InBiBr6 ,Cubic ,0.33
Cs2InBiCl6 ,Cubic ,0.98
Cs2InBiI6 ,Cubic ,0.21
Cs2InSbBr6 ,Cubic ,0.41
Cs2InSbCl6 ,Cubic ,0.88
Cs2InSbI6 ,Cubic ,0.17
Cs2Mg2(WO4)3 ,Cubic ,4.53
Cs2MgGe3Se8 ,Orthorhombic ,2.04
Cs2MgSn3Se8 ,Orthorhombic ,1.92
Cs2PdP2Se6 ,Monoclinic ,1.6
Cs2Pt(IO3)6 ,trigonal ,2.4
Cs2Sn(IO3)6 ,trigonal ,4.1
Cs2Sn3Sb2S10 ,Monoclinic ,2.34
Cs2SnP2Se6 ,Monoclinic ,2.06
Cs2Ta2P2Se12 ,Monoclinic ,2.29
Cs2TiAg2S4 ,Tetragonal ,2.44
Cs2USi6O15 ,Orthorhombic ,3.59
Cs2USiO6 ,Orthorhombic ,2.185
Cs2Zn3(SeO3)4 ,Triclinic ,4.3
Cs2ZnGe3S8 ,Monoclinic ,3.32
Cs2ZnGe3Se8 ,Orthorhombic ,2.31
Cs2ZnGe3Te8 ,Orthorhombic ,1.07
Cs2ZnSn3Se8 ,Orthorhombic ,2.12
Cs3Nb2AsSe11 ,Monoclinic ,1.35
Cs3Nb9Te4O32 ,Orthorhombic ,3.22
Cs3Sn3F2Cl7 ,Monoclinic ,2.7
Cs3W3PO13 ,Orthorhombic ,2.55
Cs4Ag9Sb4S12 ,Tetragonal ,2
Cs4BiAs3Se7 ,Monoclinic ,1.02
Cs4Cu3Bi9S17 ,Monoclinic ,0.75
Cs4CuSb2Cl12 ,Monoclinic ,1.388333333
Cs4GeP4Se12 ,Orthorhombic ,2
Cs4In8GeSe16 ,Monoclinic ,2.2
Cs4Pb4Ge5S16 ,Orthorhombic ,1.95
Cs4Ta4P4Se24 ,Monoclinic ,2.38
Cs4Th2P6S18 ,Triclinic ,2.8
Cs5BiP4Se12 ,Orthorhombic ,1.85
Cs6.40(1)Na1.60(1)Ga8Ge38 ,Cubic ,0.221
Cs6Mg6(PO3)18 ,Monoclinic ,5.36
Cs6Na2Zn4Ge42 ,Cubic ,0.297
CsAg2AsS3 ,Monoclinic ,2.7
CsAg2TeS6 ,Hexagonal ,2.04
CsAgSb4S7 ,Monoclinic ,2.025
CsAm(CrO4)2 ,Monoclinic ,1.65
CsAm(CrO4)2 ,Triclinic ,1.65
CsB3GeO7 ,Orthorhombic ,5.76
CsB4O6F ,Orthorhombic ,7.59
CsB4O6F ,Triclinic ,8.01
CsBaPS4 ,Orthorhombic ,3.4
CsBaVS4 ,Orthorhombic ,2.3
CsCaBO3 ,Cubic ,4.065
CsCd4Ga5S12 ,trigonal ,3.09
CsCd4Ga5Se12 ,trigonal ,2.21
CsCd4Ga5Te12 ,trigonal ,1.6
CsCd4In5Se12 ,trigonal ,1.62
CsCd4In5Te12 ,trigonal ,1.42
CsCdBO3 ,Cubic ,2.58
CsCdInSe3 ,Monoclinic ,2.4
CsCdInTe3 ,Monoclinic ,1.78
CsCeCdSe3 ,Orthorhombic ,2.4
CsCeHgSe3 ,Orthorhombic ,1.94
CsCu2AsS3 ,Orthorhombic ,2.3
CsCu2SbS3 ,Triclinic ,1.63
CsCuSb2S4 ,Monoclinic ,1.6
CsDy9Cd4Se18 ,trigonal ,1.99
CsEr9Cd4Se18 ,trigonal ,2.09
CsErZnSe3 ,Orthorhombic ,2.595
CsEu(CrO4)2 ,Monoclinic ,2.435
CsGaSn2Se6 ,trigonal ,1.87
CsGaSnSe4 ,Orthorhombic ,1.97
CsGdZnTe3 ,Orthorhombic ,2.13
CsGe5BO12 ,trigonal ,4.89
CsHgInS3 ,Monoclinic ,2.3
CsHo9Cd4Se18 ,trigonal ,2.06
CsInGeS4 ,Cubic ,2.6
CsInGeS4 ,Orthorhombic ,2.815
CsInGeSe4 ,Orthorhombic ,2.32
CsInSn2Se6 ,trigonal ,1.78
CsInSnS4 ,Cubic ,2.9
CsInSnS4 ,Orthorhombic ,2.92
CsInTe3O8 ,Triclinic ,3.9
CsIO2F2 ,Orthorhombic ,4.325
CsKP2Se8 ,Orthorhombic ,2.36
CsLaHgSe3 ,Orthorhombic ,2.485
CsLaP2S6 ,Monoclinic ,2.96
CsLuCoS3 ,Orthorhombic ,1.165
CsMn4Ga5Te12 ,trigonal ,1.55
CsMn4In5Se12 ,trigonal ,1.79
CsMn4In5Te12 ,trigonal ,1.48
CsNb2PSe10 ,Monoclinic ,1.15
CsNbO(SeO3)2 ,Orthorhombic ,4.2
CsPbPO4 ,Orthorhombic ,4.3
CsRbP2Se8 ,Orthorhombic ,2.41
CsSbS2O8 ,Orthorhombic ,4.68
CsSc(SeO3)2 ,Orthorhombic ,5.2
CsSm(CrO4)2 ,Monoclinic ,2.462
CsSmCdSe3 ,Orthorhombic ,2.46
CsSmHgSe3 ,Orthorhombic ,2.374
CsSmZnSe3 ,Orthorhombic ,2.53
CsTb9Cd4Se18 ,trigonal ,1.95
CsTbZnTe3 ,Orthorhombic ,2.12
CsTm9Cd4Se18 ,trigonal ,2.16
CsYbCoSe3 ,Orthorhombic ,0.95
CsYbMnSe3 ,Orthorhombic ,1.596666667
CsYbZnS3 ,Orthorhombic ,2.61
CsYbZnSe3 ,Orthorhombic ,2.035
CsYCdSe3 ,Orthorhombic ,2.56
CsYHgSe3 ,Orthorhombic ,2.54
CsYTe3O8 ,trigonal ,3.4
CsYZnSe3 ,Orthorhombic ,2.35
CsZn2B3O7 ,Orthorhombic ,5.69
CsZn4Ga5S12 ,trigonal ,3.65
CsZn4In5Se12 ,trigonal ,1.86
CsZn4In5Te12 ,trigonal ,1.61
CsZrPSe6 ,Orthorhombic ,2
Cu0.5Pb1.75GeS4 ,Cubic ,1.48
Cu2CdGeS4 ,Orthorhombic ,1.766666667
Cu2CdGeSe4 ,Orthorhombic ,1.2
Cu2CdSnS4 ,Tetragonal ,1.23
Cu2CdSnSe4 ,Tetragonal ,0.96
Cu2MgGeS4 ,Orthorhombic ,2.36
Cu2MgSiS4 ,Orthorhombic ,3.2
Cu2ZnGeO4 ,Monoclinic ,1.001
Cu2ZnGeS4 ,Orthorhombic ,2.1
Cu2ZnGeSe4 ,Tetragonal ,1.59
Cu2ZnSiS4 ,Monoclinic ,3.25
Cu2ZnSiS4 ,Orthorhombic ,3.125
Cu2ZnSiSe4 ,Orthorhombic ,2.33
Cu2ZnSiTe4 ,Tetragonal ,1.47
Cu2ZnSnSe4 ,Tetragonal ,1.32
Cu2ZnSnTe4 ,Tetragonal ,1.39
CuBiP2Se6 ,trigonal ,1.2
CuCd2InTe4 ,Cubic ,0.85
CuCdInSe3 ,Cubic ,1.66
CuGa0.4In1.6S3.5 ,Tetragonal ,1.55
CuGa1.6In0.4S3.5 ,Tetragonal ,2.15
CuGaGeSe4 ,Tetragonal ,1.38
CuGaInS3.5 ,Tetragonal ,1.84
CuInCd2Te3 ,Cubic ,0.7
CuInGeSe4 ,Tetragonal ,1.3
CuNi(CN)4 ,Tetragonal ,2.7
CuPbBiS3 ,Hexagonal ,0.12
CuPbBiSe3 ,Cubic ,0.07
CuZn2InSe4 ,Cubic ,1.1
CuZn2InTe4 ,Cubic ,1.05
Dy3Al0.5SiS7 ,Hexagonal ,2.22
Dy4GaSbS9 ,Orthorhombic ,2.58
ErBiW2O9 ,Orthorhombic ,3.26
Eu2Ga2GeS7 ,Tetragonal ,2.3
Eu2MnNiO6 ,Orthorhombic ,1.32
Eu2Ta2O7.1N0.6 ,Cubic ,4.3
EuBiW2O9 ,Orthorhombic ,3.63
EuCu2SnS4 ,Orthorhombic ,1.85
EuIr4In2Ge4 ,Tetragonal ,0.26
EuMnAsF ,Tetragonal ,0.4
EuMnPF ,Tetragonal ,0.7
EuMnSbF ,Tetragonal ,0.9
EuSb2BO8 ,Orthorhombic ,3.46
Fe2P3BO12 ,Hexagonal ,3.52
Ga(OH)(SeO3) ,Orthorhombic ,5.51
GaVTe2O8 ,Monoclinic ,3
Gd(OH)2NO3 ,Monoclinic ,4.004
Gd2MnNiO6 ,Orthorhombic ,1.4
Gd4GaSbS9 ,Orthorhombic ,2.41
GdSb2BO8 ,Orthorhombic ,3.48
GdTaN2O ,Orthorhombic ,1.8
GeSb3.91Bi0.03Te6.91 ,trigonal ,0.22
GeSbBiTe4 ,trigonal ,0.197
Hg2Cu3(Te3O8)2 ,Tetragonal ,2.56
Hg3S2Bi2Cl8 ,Monoclinic ,3.26
Hg3Te2Bi2Cl8 ,Monoclinic ,2.8
Hg3ZnS2Cl4 ,Hexagonal ,2.65
Hg5AsS2I3 ,Monoclinic ,1.57
Hg6.5As4CdCl6 ,Cubic ,1.86
Hg6.6Sb4CdI6 ,Cubic ,1.33
Hg6As4CdBr6 ,Cubic ,1.89
Hg7InS6Cl5 ,Triclinic ,2.54
HgCu(SeO3)2 ,Monoclinic ,3.25
Ho3[PN4]O ,Tetragonal ,1.87
In1.3(Ti0.35Zn0.35)O3(ZnO)4 ,Monoclinic ,3.014
In1.3(Ti0.425Zn0.425)O3(ZnO)4 ,Monoclinic ,3.066
In1.4(Ti0.3Zn0.3)O3(ZnO)4 ,Monoclinic ,2.965
In1.5(Ti0.25Zn0.25)O3(ZnO)4 ,Monoclinic ,2.906
In1.7(Ti0.15Zn0.15)O3(ZnO)4 ,Monoclinic ,2.831
In1.8(Ti0.1Zn0.1)O3(ZnO)4 ,Monoclinic ,2.761
In1.9(Ti0.05Zn0.05)O3(ZnO)4 ,Monoclinic ,2.727
In2(As2O5)Cl2 ,Triclinic ,4.62
In2P3BO12 ,Hexagonal ,5.39
In4(As2O5)(As3O7)Br3 ,Triclinic ,4.22
In6Ti6CaO22 ,Monoclinic ,3.5
InBi2Se4Br ,Monoclinic ,1.21
InNb(TeO4)2 ,Orthorhombic ,3.5
InSb2S4Br ,Monoclinic ,1.8
InSb2S4Cl ,Monoclinic ,1.8
InSb2Se4Br ,Monoclinic ,1.35
K(VO)2O2(IO3)3 ,Orthorhombic ,2.3
K0.6Cs0.4PSe6 ,Orthorhombic ,2.1
K0.75Na0.25IrO2 ,Hexagonal ,0.973
K0.8Hg1.2Sn2S8 ,Monoclinic ,2.78
K1.25Pb3.5Bi7.25Se15 ,Monoclinic ,0.53
K1.46Sn3.09Bi7.45Se15 ,Monoclinic ,0.39
K1.83Cd1.83Bi2.17S6 ,Orthorhombic ,1.37
K10Co4Sn4S17 ,Cubic ,1.555
K10Fe4Sn4S17 ,Cubic ,2.2
K10Mn4Sn4S17 ,Cubic ,2.3
K10Sn3{P2Se6)4 ,trigonal ,1.82
K10Zn4Ge4S17 ,Cubic ,3.34
K10Zn4Sn4S17 ,Cubic ,3.15
K2.15Pb1.7Sb8.15Se15 ,Monoclinic ,0.6
K2[B3O3(OH)5] ,Orthorhombic ,5.535
K2Ag2SnSe4 ,Monoclinic ,1.8
K2Ag3Sb3S7 ,Orthorhombic ,2.2
K2AgIn3Se6 ,Monoclinic ,1.64
K2Au(IO3)5 ,Orthorhombic ,2.285
K2Au2Sn2S6 ,Tetragonal ,2.3
K2Au2Sn2Se6 ,Tetragonal ,2.287
K2Au2SnS4 ,Triclinic ,2.75
K2AuPS4 ,Monoclinic ,2.63
K2BaB16O26 ,Orthorhombic ,5.565
K2Cd(SeO3)2 ,trigonal ,4.77
K2CdP2Se6 ,Monoclinic ,2.58
K2Ce(PO4)2 ,Monoclinic ,2.46
K2Cu2GeS4 ,Monoclinic ,2.39
K2CuGa3Se6 ,Monoclinic ,1.72
K2CuIn3Se6 ,Monoclinic ,1.68
K2CuNbSe4 ,Orthorhombic ,2.14
K2CuSbS3 ,Monoclinic ,2.2
K2CuVS4 ,Orthorhombic ,1.82
K2Dy2Ti3O10 ,Tetragonal ,3.38
K2FeGe3Se8 ,Monoclinic ,1.95
K2Gd2Sb2Se9 ,Orthorhombic ,1.33
K2Gd2Ti3O10 ,Tetragonal ,3.3
K2Ge3B2O10 ,Monoclinic ,5.38
K2Hg3Ge2S8 ,Monoclinic ,2.7
K2Hg3Ge2S8 ,Orthorhombic ,2.64
K2Hg3S1.03Se2.97 ,Orthorhombic ,2.11
K2Hg3S2.69Se1.31 ,Orthorhombic ,2.28
K2Hg3Sn2S8 ,Monoclinic ,2.5
K2Hg3Sn2S8 ,Orthorhombic ,2.4
K2HgP2Se6 ,Monoclinic ,2.25
K2Ho4Cu4S9 ,Monoclinic ,2.43
K2La2Sb2S9 ,Orthorhombic ,2.2
K2La2Ti3O10 ,Tetragonal ,3.05
K2MnSn2Se6 ,Tetragonal ,2
K2MnSnSe4 ,Tetragonal ,1.7
