formula,Crystal System,band_gap_experimenatal (eV)
Sr4(Te3O8)Cl4 ,Monoclinic ,4
Sr4(VO2)2)(SeO3)4(Se2O5) ,Orthorhombic ,2.66
Sr5(VO4)3F ,Hexagonal ,4.5
Sr6BP5O20 ,Tetragonal ,5
Sr8.007Ge2.043Bi7.949Se24 ,Orthorhombic ,0.74
SrAg2GeS4 ,Orthorhombic ,1.33
SrAg2GeSe4 ,Orthorhombic ,0.68
SrAg2SnS4 ,Orthorhombic ,1.08
SrAg2SnSe4 ,Orthorhombic ,0.66
SrAlSiH ,trigonal ,0.64
SrBe2B2O6 ,Monoclinic ,4.69
SrBiO2Cl ,Orthorhombic ,3.52
SrCu2GeS4 ,trigonal ,2.586666667
SrCu2GeSe4 ,Orthorhombic ,1.795
SrCu2SnS4 ,Orthorhombic ,1.6
SrCu2SnS4 ,trigonal ,1.6525
SrCu2SnSe4 ,Orthorhombic ,1.46
SrIr4In2Ge4 ,Tetragonal ,0.25
SrMgSnSe4 ,Orthorhombic ,2
SrNb2V2O11 ,Monoclinic ,2.01
SrTa2V2O11 ,Monoclinic ,2.45
SrTaO2N ,Tetragonal ,2.06
SrTh(PS4)2 ,Tetragonal ,3.02
SrZnSO ,Hexagonal ,3.1
Ta0.67Zr1.33O0.42N2.61 ,Cubic ,1.625
Ta0.67Zr1.33O1.38N1.97 ,Cubic ,1.98
Ta0.67Zr1.33O1.89N1.63 ,Cubic ,2.175
Ta1.33Zr0.67O0.12N3.03 ,Cubic ,1.49
Tb4GaSbS9 ,Orthorhombic ,2.44
TbClWO4 ,Monoclinic ,4.24
TbSb2BO8 ,Orthorhombic ,3.53
Tl18Pb2M7Q25 ,Cubic ,0.5
Tl2Au2Sn2Se6 ,Tetragonal ,1.2
Tl2AuPS4 ,Monoclinic ,2.2
Tl2BiP2S7 ,Monoclinic ,1.885
Tl2CdGeTe4 ,Tetragonal ,0.1
Tl2CdSnTe4 ,Tetragonal ,0.13
Tl2CeP2S7 ,Monoclinic ,2.4
Tl2Cu2SnS4 ,Orthorhombic ,1.65
Tl2InGaSe4 ,Monoclinic ,1.955
Tl2InGaTe4 ,Tetragonal ,0.88
Tl2InGdSe4 ,Hexagonal ,0.46
Tl3CuNb2Se12 ,Monoclinic ,0.8
Tl3Ti2P5S18 ,Monoclinic ,1.3
Tl4CuTeO6 ,Triclinic ,2.2
Tl4GaIn3S8 ,Monoclinic ,2.63
Tl6CuTe2O10 ,Orthorhombic ,2.3
TlCr5S2Se6 ,Monoclinic ,0.75
TlCr5S3Se5 ,Monoclinic ,0.8
TlCr5S4Se4 ,Monoclinic ,0.85
TlCr5S5Se3 ,Monoclinic ,0.89
TlCr5S6Se2 ,Monoclinic ,0.94
TlCr5S7Se ,Monoclinic ,0.97
TlCr5SSe7 ,Monoclinic ,0.71
TlCu3Lu2Se5 ,Orthorhombic ,2.12
TlGaSn2Se6 ,trigonal ,1.86
TlHg6S4Br5 ,Tetragonal ,3.03
TlHg6Se4Br5 ,Tetragonal ,2.8
TlHgInS3 ,Monoclinic ,1.92
TlInGe2S6 ,trigonal ,2.52
TlInGe2Se6 ,trigonal ,2.38
TlInGeS4 ,Orthorhombic ,2.3
TlNdAg2S3 ,Orthorhombic ,1.9
TlTiPS5 ,Triclinic ,1.3
VTeO4(OH) ,Orthorhombic ,2.51
Y(OH)2NO3 ,Monoclinic ,4.212
Y0.05Cd3.85Bi2.05O7 ,Tetragonal ,1.95
Y0.15Cd3.55Bi2.15O7 ,Tetragonal ,2.05
Y0.25Cd3.25Bi2.25O7 ,Tetragonal ,2.35
Y0.35Cd2.85Bi2.35O7 ,Tetragonal ,2.41
Y4GaSbS9 ,Orthorhombic ,2.06
Y6ZnSi2S14 ,Hexagonal ,2.38
YbClWO4 ,Triclinic ,4.23
YCl[MoO4] ,Monoclinic ,3.82
YF[MoO4] ,Monoclinic ,3.78
YVSeO2O8 ,Orthorhombic ,2.7
YVTeO2O8 ,Monoclinic ,2.2
Zn0.2Ba2B2S5.2 ,Tetragonal ,3.54
Zn2(MoO4)(SeO3) ,Monoclinic ,4.2
Zn2(MoO4)(TeO3) ,Monoclinic ,4.1
Zn2LiGaO4 ,Hexagonal ,4
Zn3V2TeO10 ,Monoclinic ,2.96
ZnB12O14(OH) 10 ,Monoclinic ,4.6
ZnHg3Se2Cl4 ,Orthorhombic ,2.23
ZnMoSb2O7 ,Monoclinic ,3.3
ZnOHF ,Orthorhombic ,3.15
ZnYBiO4 ,Tetragonal ,1.58
